Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$130,000 /yr (est.)",130000.0,Computer Vision and Machine Learning Engineer,3,1,1,"Stratom, Inc.
5.0", CO,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.8,4.3,5.0,5.0,5.0,2023-06-06 00:24:56.250234,yr
$37.00 /hr (est.),76960.0,Software Engineer,0,1,-1,"Nissan
3.9", CA,3.9,0,90,10000+ Employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.5,3.7,3.7,3.4,3.4,2023-06-06 00:24:58.791552,hr
$37.00 /hr (est.),76960.0,Software Engineer,0,1,-1,"Nissan
3.9", CA,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.5,3.7,3.7,3.4,3.4,2023-06-06 00:25:00.498936,hr
"$171,325 /yr (est.)",171325.0,Senior Software QA Engineer - Drive Simulation Content,-1,-1,-1,"NVIDIA
4.6", CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.4,4.5,4.6,4.4,4.2,2023-06-06 00:25:06.055042,yr
"$75,892 /yr (est.)",75892.0,Software QA Engineer,3,1,-1,"Autonomous Solutions
4.7", UT,4.7,0,23,51 to 200 Employees,2000,Company - Private,Electronics Manufacturing,Manufacturing,$5 to $25 million (USD),4.5,4.3,4.7,4.6,4.6,2023-06-06 00:25:07.554889,yr
"$114,201 /yr (est.)",114201.0,ADAS Feature Integration Engineer,-1,-1,-1,"Canoo Technologies Inc.
2.7", CA,2.7,0,-1,-1,-1,-1,-1,-1,-1,2.7,3.4,2.4,2.1,2.6,2023-06-06 00:25:09.432289,yr
"$100,000 /yr (est.)",100000.0,Software Quality Assurance (Manual/Automation),-1,-1,-1,"Abalta Technologies Inc
4.1", CA,4.1,0,20,51 to 200 Employees,2003,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),3.8,3.1,3.9,3.8,3.8,2023-06-06 00:25:11.873380,yr
"$155,000 /yr (est.)",155000.0,"Systems Engineer, Autonomous Vehicles",3,1,1,"SafeAI
2.9", CA,2.9,0,-1,-1,-1,-1,-1,-1,-1,3.2,3.4,3.0,2.6,3.2,2023-06-06 00:25:13.694477,yr
"$81,404 /yr (est.)",81404.0,"Robotics Engineer, Autonomous Aerial Vehicles - National Robotics Engineering Center",10,1,0,"Carnegie Mellon University
4.4", PA,4.4,0,123,1001 to 5000 Employees,1900,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),4.3,3.9,4.2,4.0,3.9,2023-06-06 00:25:19.824196,yr
"$102,623 /yr (est.)",102623.0,Senior Aerodynamics Engineer,2,1,0,"Canoo Technologies Inc.
2.7", CA,2.7,0,-1,-1,-1,-1,-1,-1,-1,2.7,3.4,2.4,2.1,2.6,2023-06-06 00:25:28.185754,yr
"$118,438 /yr (est.)",118438.0,"Systems Integration Engineer, Autonomous Drive Systems",0,1,1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,2023-06-06 00:25:31.033717,yr
"$71,428 /yr (est.)",71428.0,Drawing and CAD Specialist Engineer,0,2,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,2023-06-06 00:25:32.558546,yr
"$90,894 /yr (est.)",90894.0,Product Assurance Engineer,5,1,1,"Veoneer USA
4.0", CA,4.0,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.7,4.0,3.4,3.9,2023-06-06 00:25:41.477025,yr
"$115,000 /yr (est.)",115000.0,Software Engineer,2,1,1,"Beep Inc
4.3",Remote,4.3,1,4,51 to 200 Employees,2019,Company - Private,Taxi & Car Services,Transportation & Logistics,Unknown / Non-Applicable,4.3,3.6,3.9,4.2,3.9,2023-06-06 00:25:44.643427,yr
"$101,486 /yr (est.)",101486.0,Vehicle Systems Engineer-Software Definition,5,1,1,"PACCAR
3.6", TX,3.6,0,118,10000+ Employees,1905,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.4,3.4,3.2,3.0,3.6,2023-06-06 00:25:49.806547,yr
"$106,432 /yr (est.)",106432.0,Full Stack Javascript Engineer,-1,-1,-1,"Ford Motor Company
4.1", MI,4.1,0,120,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,4.0,3.9,3.5,3.9,2023-06-06 00:25:51.776167,yr
"$76,852 /yr (est.)",76852.0,Mechanical Engineer,5,1,0,"Skyways
3.3", TX,3.3,0,5,1 to 50 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,3.1,3.8,1.0,3.1,2023-06-06 00:25:53.942601,yr
"$175,000 /yr (est.)",175000.0,Senior Frontend Engineer,-1,-1,-1,-1, WA,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,4.6,2023-06-06 00:25:55.836422,yr
