Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$132,660 /yr (est.)",132660.0,Computer Vision Engineer,3,1,-1,Vimaan Robotics, CA,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.2,2.7,3.1,3.0,2.7,2023-06-03 21:00:41.674332,yr
"$75,000 /yr (est.)",75000.0,Support Engineer - Commercial,0,1,-1,Lambda,Remote,4.0,1,-1,-1,-1,-1,-1,-1,-1,4.1,4.0,4.1,3.6,3.8,2023-06-03 21:00:44.845574,yr
"$95,000 /yr (est.)",95000.0,Software Programmer/Engineer,5,1,-1,Salud Revenue Partners,Remote,4.7,1,12,51 to 200 Employees,2011,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.2,4.5,4.5,4.6,4.9,2023-06-03 21:00:47.870776,yr
"$80,000 /yr (est.)",80000.0,Software Engineer 1,0,1,-1,Service Core, CO,4.5,0,-1,-1,-1,-1,-1,-1,-1,4.3,3.9,4.4,4.6,4.3,2023-06-03 21:00:54.510985,yr
"$137,176 /yr (est.)",137176.0,Front End Engineer - Search & Computer Vision,0,1,-1,Verkada, CA,3.7,0,7,1001 to 5000 Employees,2016,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,3.8,3.8,3.6,3.5,3.2,2023-06-03 21:01:03.710255,yr
"$120,000 /yr (est.)",120000.0,Computer Vision/Machine Learning Engineer,5,1,1,Noria Water Technologies, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:01:05.923890,yr
"$114,922 /yr (est.)",114922.0,Windows System Engineer,7,1,-1,Fortinet, CA,4.3,0,23,10000+ Employees,2000,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),4.2,4.1,4.2,4.1,4.2,2023-06-03 21:01:11.418981,yr
"$92,500 /yr (est.)",92500.0,Software QA/Test Engineer,5,1,1,Travel Zap Inc.,Remote,4.6,1,11,51 to 200 Employees,2012,Company - Private,Travel Agencies,Hotels & Travel Accommodation,Unknown / Non-Applicable,4.3,4.1,4.7,4.5,4.5,2023-06-03 21:01:20.977463,yr
$48.41 /hr (est.),100692.8,Technical Support Engineer- Remote,0,1,-1,Splunk,Remote,3.9,1,20,5001 to 10000 Employees,2003,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.7,4.2,4.0,3.5,4.0,2023-06-03 21:01:23.113879,hr
"$103,700 /yr (est.)",103700.0,Software Test Engineer,3,1,1,PACCAR, WA,3.6,0,118,10000+ Employees,1905,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.4,3.4,3.2,3.0,3.6,2023-06-03 21:01:25.265940,yr
"$88,055 /yr (est.)",88055.0,Software Engineer - Front End,0,1,-1,Schweitzer Engineering Laboratories, WA,4.0,0,39,1001 to 5000 Employees,1984,Company - Private,Electronics Manufacturing,Manufacturing,$1 to $5 billion (USD),3.9,3.8,4.1,3.7,3.6,2023-06-03 21:01:30.873492,yr
"$68,873 /yr (est.)",68873.0,Front End Software Engineer,4,1,-1,The Boring Company, TX,3.2,0,6,51 to 200 Employees,2017,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,3.5,3.5,3.1,2.9,2.6,2023-06-03 21:01:33.019312,yr
"$161,975 /yr (est.)",161975.0,Machine Learning Engineer - Computer Vision,3,1,0,TikTok, WA,3.6,0,7,1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.4,3.6,3.4,3.1,3.0,2023-06-03 21:01:35.485900,yr
"$130,000 /yr (est.)",130000.0,Computer Vision and Machine Learning Engineer,3,1,1,"Stratom, Inc.", CO,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.8,4.3,5.0,5.0,5.0,2023-06-03 21:01:41.515829,yr
"$137,358 /yr (est.)",137358.0,"Machine Learning Engineer – 3D computer vision, Autopilot AI",0,2,-1,Tesla, CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,2023-06-03 21:01:44.698095,yr
