Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$102,280 /yr (est.)",102280.0,Senior UI Designer/Developer Consultant,5,1,-1,Deloitte, VA,4.1,0,173,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,2023-06-03 20:42:24.859021,yr
"$52,105 /yr (est.)",52105.0,Web Designer / Developer,0,1,1,Columbia State Community College, TN,3.9,0,-1,-1,-1,-1,-1,-1,-1,2.8,3.7,3.2,3.0,3.7,2023-06-03 20:42:28.161559,yr
"$90,243 /yr (est.)",90243.0,Web Developer/Graphic Designer,3,1,-1,AZARK Architecture & Design, NY,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 20:42:31.823289,yr
"$149,500 /yr (est.)",149500.0,Sr. Graphics Programmer,7,1,0,"Sony Pictures Entertainment, Inc.", CA,3.9,0,34,5001 to 10000 Employees,1989,Subsidiary or Business Segment,Film Production,Media & Communication,$5 to $10 billion (USD),3.2,3.7,3.8,3.3,3.8,2023-06-03 20:42:37.338319,yr
"$61,234 /yr (est.)",61234.0,Web Designer and Developer,0,1,-1,The One Network, OK,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 20:42:40.066104,yr
$26.15 /hr (est.),54392.0,Associate Web Designer,2,1,-1,"Yardi Systems, Inc.", CA,4.1,0,41,5001 to 10000 Employees,1982,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),3.8,3.9,4.2,3.8,4.2,2023-06-03 20:42:45.982825,hr
"$74,861 /yr (est.)",74861.0,Web Designers/Developer,0,2,-1,Enterprise Computer, CT,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.6,5.0,4.5,4.5,2023-06-03 20:42:49.254000,yr
"$70,900 /yr (est.)",70900.0,Front End Web Developer/Designer (WordPress Expertise Required),2,1,-1,Aspire Digital Solutions, CT,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 20:43:06.493663,yr
"$58,571 /yr (est.)",58571.0,Website Designer/Developer,5,1,-1,AlphaGraphics Loudoun, VA,3.5,0,53,51 to 200 Employees,1970,Company - Private,Commercial Printing,Manufacturing,$5 to $25 million (USD),2.8,3.0,3.1,2.9,3.1,2023-06-03 20:43:12.146655,yr
"$161,800 /yr (est.)",161800.0,Senior Graphics Programmer,0,2,0,Rockstar Games San Diego & Toronto, CA,4.3,0,25,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,2023-06-03 20:43:18.953610,yr
"$75,000 /yr (est.)",75000.0,Website Designer/Developer,3,2,-1,Bulldog Marketing, FL,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 20:43:22.071066,yr
$21.50 /hr (est.),44720.0,Web Designer/Developer,0,1,-1,"InTandem, Inc.", NC,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 20:43:27.727954,hr
"$54,704 /yr (est.)",54704.0,Graphic Designer/Front-End Developer,0,1,1,LEVO Health, FL,4.5,0,9,1 to 50 Employees,2014,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.1,4.5,5.0,4.5,4.5,2023-06-03 20:43:33.731501,yr
"$96,184 /yr (est.)",96184.0,UI/UX Designer/Developer Consultant,2,1,-1,Deloitte, VA,4.1,0,173,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,2023-06-03 20:43:44.419539,yr
"$65,386 /yr (est.)",65386.0,Web UI/UX Designer and Developer,0,1,1,LEVO Health, FL,4.5,0,9,1 to 50 Employees,2014,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.1,4.5,5.0,4.5,4.5,2023-06-03 20:43:51.702345,yr
$26.15 /hr (est.),54392.0,Associate Web Designer,2,1,-1,"Yardi Systems, Inc.", CA,4.1,0,41,5001 to 10000 Employees,1982,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),3.8,3.9,4.2,3.8,4.2,2023-06-03 20:43:54.546839,hr
"$81,050 /yr (est.)",81050.0,Web Designer / Developer,0,1,-1,Valex LLC, DC,4.3,0,-1,-1,-1,-1,-1,-1,-1,4.3,2.9,3.6,4.3,3.6,2023-06-03 20:43:57.570101,yr
"$75,000 /yr (est.)",75000.0,Website Designer/Developer,-1,-1,-1,Bulldog Marketing, FL,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 20:44:12.052724,yr
"$90,243 /yr (est.)",90243.0,Web Developer/Graphic Designer,3,1,-1,AZARK Architecture & Design, NY,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 20:44:16.967410,yr
"$65,000 /yr (est.)",65000.0,Web Designer/Frontend Developer,0,1,0,Marx Companies, WA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 20:44:22.489872,yr
