Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$92,500 /yr (est.)",92500.0,"Research Associate II/III, Oncology",0,1,0,BridgeBio, CA,3.9,0,8,201 to 500 Employees,2015,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,4.0,4.3,4.0,3.6,3.7,2023-06-03 23:03:52.217677,yr
"$54,302 /yr (est.)",54302.0,Environmental Biologist,6,1,1,FirstCarbon Solutions, CA,3.0,0,15,51 to 200 Employees,2008,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.0,2.7,2.8,2.6,3.2,2023-06-03 23:03:55.281601,yr
"$63,015 /yr (est.)",63015.0,Staff Environmental Scientist,0,1,1,Stantec, CA,3.9,0,69,10000+ Employees,1954,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$1 to $5 billion (USD),3.8,3.5,3.9,3.6,3.8,2023-06-03 23:03:58.476216,yr
"$68,550 /yr (est.)",68550.0,Product Development and Research Engineer,2,1,1,Henkel, NC,4.3,0,147,10000+ Employees,1876,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),4.0,4.0,4.2,3.9,4.0,2023-06-03 23:04:01.480280,yr
"$130,500 /yr (est.)",130500.0,Sr. Clinical Trial Associate,0,1,0,BridgeBio, CA,3.9,0,8,201 to 500 Employees,2015,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,4.0,4.3,4.0,3.6,3.7,2023-06-03 23:04:04.792748,yr
"$102,523 /yr (est.)",102523.0,Sr. Clinical Trial Manager,5,1,0,CPC Clinical Research, CO,3.0,0,-1,-1,-1,-1,-1,-1,-1,2.8,2.9,3.2,2.5,2.9,2023-06-03 23:04:07.988550,yr
"$194,228 /yr (est.)",194228.0,Engagement Manager - R&D,0,1,0,Syneos Health Commercial Solutions, NY,3.9,0,6,10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,3.7,3.5,3.8,3.5,3.8,2023-06-03 23:04:11.867031,yr
"$4,643 /mo (est.)",55716.0,TPWD - Natural Resources Specialist I - II - III (Wildlife Biologist),0,1,0,PARKS AND WILDLIFE DEPARTMENT, TX,3.7,0,-1,-1,-1,-1,-1,-1,-1,3.2,3.7,3.3,3.3,3.4,2023-06-03 23:04:15.112370,mo
"$5,110 /mo (est.)",61320.0,Fishery Biologist 3 (PCN 5038),0,1,1,State of Alaska, AK,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.9,3.6,3.4,4.0,2023-06-03 23:04:19.241430,mo
"$152,500 /yr (est.)",152500.0,Clinical Trial Manager,0,1,1,BridgeBio, CA,3.9,0,8,201 to 500 Employees,2015,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,4.0,4.3,4.0,3.6,3.7,2023-06-03 23:04:23.243801,yr
"$120,000 /yr (est.)",120000.0,Research Engineer,0,1,0,Center for AI Safety, CA,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,4.0,2.0,2023-06-03 23:04:26.211370,yr
"$80,726 /yr (est.)",80726.0,Research Analyst,5,1,1,Effectv, PA,3.6,0,20,1001 to 5000 Employees,2003,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 billion (USD),3.3,3.8,3.7,3.3,3.8,2023-06-03 23:04:30.106553,yr
"$56,911 /yr (est.)",56911.0,Environmental Scientist,10,1,1,KCI Technologies Inc., TN,4.1,0,35,1001 to 5000 Employees,1988,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.0,3.9,4.2,3.9,4.0,2023-06-03 23:04:33.170401,yr
"$81,567 /yr (est.)",81567.0,Senior Research Associate,5,1,0,Talis Biomedical Corporation, IL,2.9,0,13,51 to 200 Employees,2010,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,3.0,3.7,2.8,2.7,3.2,2023-06-03 23:04:36.359999,yr
"$101,205 /yr (est.)",101205.0,Lead Wetland Scientist,1,1,1,SWCA Environmental Consultants, CA,3.9,0,42,501 to 1000 Employees,1981,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),3.8,3.1,4.1,3.7,3.8,2023-06-03 23:04:39.423162,yr
"$78,054 /yr (est.)",78054.0,Clinical Data Manager,4,1,1,"Medpace, Inc.", TX,3.3,0,31,1001 to 5000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.3,2.9,3.1,2.9,3.1,2023-06-03 23:04:42.318791,yr
$37.50 /hr (est.),78000.0,Wildlife Biologist,8,1,1,Aztec Engineering Group, CA,3.5,0,31,1001 to 5000 Employees,1992,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),2.8,3.5,3.2,3.0,3.3,2023-06-03 23:04:45.215847,hr
"$90,757 /yr (est.)",90757.0,"Senior Scientist I, Hair Applied Research, L'Oreal Research & Innovation",2,1,1,L'Oreal, NJ,4.0,0,114,10000+ Employees,1909,Company - Private,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.8,3.9,3.6,3.3,2023-06-03 23:04:48.596447,yr
"$5,900 /mo (est.)",70800.0,Sportfish Monitoring Biologist - Fish & Wildlife Biologist 3 - Permanent - *06804-23,0,1,1,State of Washington Dept. of Fish and Wildlife,Skagit Valley,3.5,0,134,10000+ Employees,1889,Government,State & Regional Agencies,Government & Public Administration,$10+ billion (USD),3.6,3.5,3.5,3.1,3.5,2023-06-03 23:04:51.854152,mo
"$108,143 /yr (est.)",108143.0,Consumer Research Insights Manager II,9,1,1,Nike, OR,4.2,0,51,10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.9,4.1,3.6,3.8,2023-06-03 23:04:55.173926,yr
"$68,440 /yr (est.)",68440.0,Supervisory Wildlife Biologist,0,1,1,Mescalero Apache Tribe, NM,4.0,0,171,1001 to 5000 Employees,1852,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,5.0,4.0,5.0,4.0,4.0,2023-06-03 23:04:58.171033,yr
"$157,500 /yr (est.)",157500.0,Senior User Research Manager,6,1,-1,2K, CA,3.8,0,18,Unknown,2005,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.6,3.7,3.8,3.4,3.5,2023-06-03 23:05:01.428818,yr
"$4,012 /mo (est.)",48144.0,"WILDLIFE BIOLOGIST II, III AND IV - DOWNTOWN, OAHU",2,1,0,State of Hawaii,Oahu Island,3.8,0,63,201 to 500 Employees,1960,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,2.7,3.3,3.7,3.4,3.7,2023-06-03 23:05:12.590561,mo
