Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$118,761 /yr (est.)",118761.0,Jr. Software Developer,0,1,1,"Amazon.com Services LLC
3.8","San Luis Obispo, CA",3.8,0,29,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,2023-06-03 21:46:36.734463,yr
"$101,668 /yr (est.)",101668.0,Jr. Software Developer,0,1,0,Labor Tech Solution,"Sacramento, CA",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:46:39.263373,yr
"$91,000 /yr (est.)",91000.0,Junior Software Developer,0,1,0,"Vetro Tech Inc
3.9","San Francisco, CA",3.9,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.9,3.4,3.4,3.9,2023-06-03 21:46:44.460853,yr
"$89,500 /yr (est.)",89500.0,Junior Software Developer,0,1,0,KesarWeb,"Baltimore, MD",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:46:48.252975,yr
"$203,500 /yr (est.)",203500.0,Developer Advocate - React,0,1,1,"Meta
3.9",Remote,3.9,1,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,2023-06-03 21:46:53.858231,yr
"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,"Modernize Home Services
4.1","Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-06-03 21:46:56.585121,yr
"$70,000 /yr (est.)",70000.0,Full Stack React Developer,3,2,1,"NCube
4.3",Remote,4.3,1,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.2,4.2,4.2,4.2,4.0,2023-06-03 21:46:59.775929,yr
"$79,065 /yr (est.)",79065.0,Frontend Developer,0,1,-1,"Wise Equation Solutions
4.9","Phoenix, AZ",4.9,0,17,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.9,4.3,5.0,4.9,4.8,2023-06-03 21:47:03.368503,yr
"$79,065 /yr (est.)",79065.0,Jr Web Developer (Entry Level),0,1,1,"Planned Systems International
4.2","Phoenix, AZ",4.9,0,17,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.9,4.3,5.0,4.9,4.8,2023-06-03 21:47:06.213548,yr
$45.00 /hr (est.),93600.0,Jr. Python Developer,-1,-1,-1,-1,"Sterling, VA",4.4,0,15,501 to 1000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.5,3.9,4.3,4.4,4.4,2023-06-03 21:47:09.258739,hr
$45.00 /hr (est.),93600.0,Jr. Python Developer,-1,-1,-1,"Antra, Inc
4.4","Sterling, VA",4.4,0,15,501 to 1000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.5,3.9,4.3,4.4,4.4,2023-06-03 21:47:12.653616,hr
"$47,500 /yr (est.)",47500.0,Entry Level Front End Developer - 482012,0,2,-1,"I28 Technologies Corporation
4.3",Remote,4.3,1,24,1 to 50 Employees,1999,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,3.9,4.1,4.0,3.8,2023-06-03 21:47:15.655467,yr
"$117,500 /yr (est.)",117500.0,Power BI Developer,0,1,-1,"Philip J. Boren, Inc.
4.4",Remote,4.4,1,56,1 to 50 Employees,1967,Company - Private,Wholesale,Retail & Wholesale,Unknown / Non-Applicable,3.9,4.3,4.3,4.1,4.1,2023-06-03 21:47:19.782908,yr
"$85,000 /yr (est.)",85000.0,SQL Developer,3,1,-1,"ST&P Marketing Communications, Inc.","Akron, OH",-1,0,56,1 to 50 Employees,1967,Company - Private,Wholesale,Retail & Wholesale,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-06-03 21:47:22.880330,yr
"$64,365 /yr (est.)",64365.0,Junior Software Developer,-1,-1,-1,"Maximus
3.3",Remote,3.3,1,48,10000+ Employees,1975,Company - Public,HR Consulting,Human Resources & Staffing,$1 to $5 billion (USD),3.2,3.2,3.2,3.1,3.4,2023-06-03 21:47:28.357535,yr
"$64,365 /yr (est.)",64365.0,Frontend React.JS Developer (Remote),4,2,-1,Intuition Staffing,"Hunt Valley, MD",3.3,0,48,10000+ Employees,1975,Company - Public,HR Consulting,Human Resources & Staffing,$1 to $5 billion (USD),3.2,3.2,3.2,3.1,3.4,2023-06-03 21:47:31.344032,yr
$81.50 /hr (est.),169520.0,Database Developer(SQL),0,1,-1,"ASA
3.6","Seattle, WA",3.6,0,24,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),3.6,3.4,3.5,3.6,3.5,2023-06-03 21:47:34.969041,hr
"$75,000 /yr (est.)",75000.0,-1,-1,-1,-1,-1,-1,-1,0,179,10000+ Employees,1844,Company - Public,Publishing,Media & Communication,$5 to $10 billion (USD),3.3,3.5,3.8,3.3,4.0,2023-06-03 21:47:37.761891,yr
"$93,250 /yr (est.)",93250.0,Power Bi Developer Data Analyst,5,1,1,"Albertsons Companies
3.4","Boise, ID",3.4,0,84,10000+ Employees,1939,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),3.2,3.2,3.1,3.0,3.0,2023-06-03 21:47:45.044141,yr
$41.14 /hr (est.),85571.2,PL/SQL and SQL Database developer,4,1,-1,"Expedite Inc
5.0","Atlanta, GA",5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-06-03 21:47:47.750388,hr
"$72,500 /yr (est.)",72500.0,Entry Level Full Stack Developer,1,1,0,"BeaconFire Solution
4.1","East Windsor, NJ",4.1,0,6,1 to 50 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.0,3.4,3.9,3.9,3.9,2023-06-03 21:47:51.467244,yr
$40.38 /hr (est.),83990.4,Remote Training and Placement in Python Developer precision technologies,1,1,-1,Precision technologies corp pvt ltd,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:47:54.338994,hr
"$92,157 /yr (est.)",92157.0,React JS Developer Cofounder,2,2,1,SportsBot.io,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:47:59.898592,yr
"$84,731 /yr (est.)",84731.0,React JS Developer,-1,-1,-1,"Intellisofttech
3.9",Remote,3.9,1,26,51 to 200 Employees,1997,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.3,3.1,3.5,3.5,3.5,2023-06-03 21:48:09.663328,yr
"$62,500 /yr (est.)",62500.0,Entry Level Software Developer,1,2,0,Cives Corporation,"Alpharetta, GA",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:48:19.719857,yr
"$91,000 /yr (est.)",91000.0,Junior Software Developer,0,1,0,"Vetro Tech Inc
3.9","San Francisco, CA",3.9,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.9,3.4,3.4,3.9,2023-06-03 21:48:25.418285,yr
"$79,065 /yr (est.)",79065.0,Frontend Developer,0,1,-1,"Wise Equation Solutions
4.9","Phoenix, AZ",4.9,0,17,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.9,4.3,5.0,4.9,4.8,2023-06-03 21:48:29.569230,yr
$34.40 /hr (est.),71552.0,Database Developer/Data Analyst,-1,-1,-1,"NTT DATA Services
3.5","Smithfield, RI",3.5,0,56,10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.2,3.2,3.2,3.1,3.5,2023-06-03 21:48:32.743547,hr
"$89,500 /yr (est.)",89500.0,Junior Software Developer,0,1,0,KesarWeb,"Baltimore, MD",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:48:35.769776,yr
"$92,157 /yr (est.)",92157.0,React JS Developer Cofounder,2,2,1,SportsBot.io,Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:48:41.541818,yr
"$64,365 /yr (est.)",64365.0,Junior Software Developer,0,1,0,"Maximus
3.3",Remote,3.3,1,48,10000+ Employees,1975,Company - Public,HR Consulting,Human Resources & Staffing,$1 to $5 billion (USD),3.2,3.2,3.2,3.1,3.4,2023-06-03 21:48:47.017736,yr
$40.00 /hr (est.),83200.0,Database Developer (SQL and MS Dataverse),1,2,1,"Kellton
3.7","Mahwah, NJ",3.7,0,14,1001 to 5000 Employees,2009,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.8,3.3,3.6,3.5,3.5,2023-06-03 21:48:50.490295,hr
$45.00 /hr (est.),93600.0,Jr. Python Developer,3,1,-1,"Antra, Inc
4.4","Sterling, VA",4.4,0,15,501 to 1000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.5,3.9,4.3,4.4,4.4,2023-06-03 21:48:53.496043,hr
"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,10,1,1,"Modernize Home Services
4.1","Austin, TX",4.1,0,18,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-06-03 21:48:56.611489,yr
