Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
$55.00 /hr (est.),114400.0,Data Engineer I,0,2,-1,Spartan Technologies, MO,3.4,0,16,1 to 50 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.0,3.0,2.5,3.7,4.7,2023-06-06 01:41:11.643185,hr
"$120,000 /yr (est.)",120000.0,Data Engineer - BI Developer,10,2,1,Dentsu Aegis Network, NY,3.6,0,-1,-1,-1,-1,-1,-1,-1,3.5,3.2,3.5,3.3,3.4,2023-06-06 01:41:14.425933,yr
"$110,000 /yr (est.)",110000.0,Data Engineer - Hybrid - SimioCloud,3,2,1,Simio Cloud, CO,4.4,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-06-06 01:41:24.658691,yr
"$112,389 /yr (est.)",112389.0,Data Engineer III,4,2,-1,Mitchell Martin, MO,4.3,0,39,501 to 1000 Employees,1984,Private Practice / Firm,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),4.3,4.3,4.4,4.4,4.5,2023-06-06 01:41:36.570881,yr
"$99,500 /yr (est.)",99500.0,Data Engineer,2,1,-1,Merkle, NY,3.7,0,52,5001 to 10000 Employees,1971,Company - Private,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),3.5,3.2,3.7,3.4,3.8,2023-06-06 01:41:39.522602,yr
"$117,574 /yr (est.)",117574.0,Data Engineer,7,2,-1,Hermitage Infotech, CA,3.5,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.7,3.8,3.8,3.9,2023-06-06 01:41:42.882426,yr
"$108,318 /yr (est.)",108318.0,Azure Data Engineer,3,1,0,TAA Solutions LLC, DC,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-06-06 01:41:46.776434,yr
$61.50 /hr (est.),127920.0,"AWS Data Engineer at Miami, FL || Onsite role",10,2,1,Cat software service, FL,4.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:41:50.809986,hr
"$96,910 /yr (est.)",96910.0,Data Engineer,3,1,1,"Beusa Energy, Llc", TX,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,4.0,2023-06-06 01:41:54.475087,yr
"$105,000 /yr (est.)",105000.0,Data Engineer,1,2,-1,OZARK NATIONAL LIFE INSURANCE, MO,2.4,0,-1,-1,-1,-1,-1,-1,-1,2.0,2.6,1.8,1.9,2.3,2023-06-06 01:41:58.417111,yr
"$91,622 /yr (est.)",91622.0,Data Engineer I (BLD),7,2,1,Underwriting Solutions, NC,3.8,0,52,5001 to 10000 Employees,1971,Company - Public,Research & Development,Management & Consulting,$1 to $5 billion (USD),3.6,3.4,3.9,3.4,4.2,2023-06-06 01:42:02.449950,yr
$75.00 /hr (est.),156000.0,Cloud Data Engineer - AWS,5,1,-1,Codinix Technologies, MA,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:42:05.767463,hr
"$120,000 /yr (est.)",120000.0,Data Engineer,3,2,1,Tipico - North America, CO,3.9,0,19,201 to 500 Employees,2004,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.8,3.7,3.8,3.6,3.4,2023-06-06 01:42:10.780144,yr
